total_sqft,floors,buildup_sqft,basement_sqft,price
5753,1.5,1510,1010,250000
8800,1,1300,0,502000
6500,2,2220,0,480000
7528,1,730,0,378500
15907,2,3300,0,1350000
112521,2,4130,0,1900000
47480,2,2670,0,605000
5909,2,1980,0,307550
5995,1,740,0,304700
3520,1,1070,980,568000
7500,1,1230,0,385000
1420,3,1210,0,345000
7200,1,1230,660,435000
6275,1,1870,0,579000
6301,1,1330,0,236000
35988,1,1590,0,305100
10800,1,1710,0,368000
9000,1,1200,0,255000
5100,1,1140,0,400000
8153,1,1120,1120,440000
6600,1,920,0,417000
5000,1,800,0,435000
11443,1,1980,0,475000
12831,2,2800,0,563500
35127,2,1680,0,285000
9928,2,2330,0,471000
9886,1.5,2240,0,500000
8925,2,2140,0,640000
14024,2,2170,0,442500
8686,1,1150,0,213400
3905,1.5,1630,400,831000
11805,1,1350,0,325000
4635,1,910,0,425000
5100,1,1440,1260,550000
15029,2,2440,1290,599950
16007,2,2740,0,1225000
5000,2,1370,680,750000
4500,2,2390,0,290000
7252,1,1270,720,270000
21000,1,1300,0,229950
8912,1,1330,0,234999
31505,1,1000,0,265000
14937,2,2190,0,367300
3402,1.5,1380,0,550000
33206,2,2610,0,743700
1241,2,960,100,352750
1136,2,710,0,403950
4800,1.5,2230,500,980000
131790,2,2470,0,585000
10780,1,1760,0,554000
3464,2,1530,0,546000
158558,1.5,1610,0,280000
21712,1,1030,0,212500
246114,2,2800,0,739000
2550,1,780,530,428000
34560,1,3160,0,965000
8304,2,2500,0,364900
5386,1,1140,930,559000
9000,1,1480,500,213000
7237,2,2590,0,620000
16320,1.5,1910,0,240000
10100,1,1580,1050,852500
77972,2,2630,0,600000
4400,2,1960,0,410000
45302,2,1440,0,328000
16200,1,1390,820,625000
63162,2,2350,0,649950
13000,1.5,1590,0,235000
1249,2,1240,260,489000
6224,2,1900,0,536000
3692,2.5,2370,0,400000
1715,2,1240,480,398000
7560,1,2020,0,379000
1210,2,1120,220,345000
2700,2,1800,0,365000
1590,2,1150,330,315000
7807,1.5,2250,500,571000
28040,2,3760,0,1025000
4694,2,2540,0,695000
26055,1,920,840,225000
25341,2,3000,0,740000
9643,2,1930,0,315000
7000,2,3040,0,1230000
3880,1,860,0,420000
7650,1,1100,320,310000
3880,1,1160,920,700000
4200,2,1560,0,269000
7133,2,1960,0,369990
4500,2,1620,0,800000
10583,1,2060,1610,569000
8400,1,1030,900,175000
1286,3,1290,0,440000
15247,1,1450,520,435000
6909,1,920,620,345000
3870,1,1020,1160,558000
224334,1,1490,0,475000
10275,2,1640,580,490000
9133,1,1410,1020,335000
43710,1.5,1392,0,350000
2685,1,860,260,100000
10800,1.5,1390,0,417500
7281,1,1020,1020,253000
7500,2,2460,370,1240000
8302,2,3020,0,490000
14800,1,1620,670,470000
11100,1,1210,0,483300
6320,2,2510,0,659000
4322,1,1140,1180,480000
6600,1,970,0,165000
5500,1,1620,200,659500
7742,1,970,0,219900
3622,1,950,790,315000
7560,1,1130,460,250000
5000,1,870,510,268000
11123,1,1130,550,380000
3000,1,920,300,499000
18200,1,1651,0,285000
9200,1,1330,0,183000
4622,2,2230,710,1070000
1246,3,1410,0,429000
3598,1,1100,0,403000
7200,1,1530,0,375500
17232,2,4010,1260,1795000
5150,1,1080,1030,516200
8750,1,860,860,385000
5001,2,1800,0,515000
9427,2,2210,0,375000
9731,2,2560,0,650000
7719,2,1010,0,306888
12248,2,2470,870,870000
11075,1.5,1740,0,310000
7200,1,1320,0,251750
8625,1,1520,0,366000
9480,1,1570,440,429950
3427,2,1990,450,710000
20875,1,1610,940,895000
9450,1,1010,0,149500
6771,1,1230,550,310000
4976,1.5,1680,500,555000
7500,2,2150,600,750000
7024,2,3490,0,745000
45254,2,2550,0,695000
7189,1,1270,600,433000
8184,1.5,1150,0,307000
11856,1,1460,590,655275
6555,2,1940,0,392000
6000,1.5,2470,1160,1180000
9100,2,1890,0,359950
10375,1,1630,0,360000
5000,1,1340,1100,566000
9825,2,3100,0,700000
6045,2,2090,0,415000
9812,1,920,0,199500
5000,1.5,1580,0,749000
8400,1,1460,300,680000
7563,1,1440,1090,400000
9714,1,1400,1090,608000
35889,2,2530,1340,589900
9500,1,1870,862,480000
3825,2,2480,750,1059500
14980,2,2930,0,915000
9364,2,3510,0,695000
3909,2,2580,0,899900
1208,2,940,120,499950
8853,2,2790,0,533112
5000,2,2009,0,303210
8364,2,2880,0,525000
1157,2,710,0,399950
13241,1.5,1270,800,850830
8336,1,1370,0,371500
8400,1,1400,330,522000
5000,1,980,700,588000
10096,1,1350,0,276900
9078,1,1510,0,248000
6607,2,1860,0,280000
4500,2,3280,160,495000
4400,2.5,3020,1230,665000
3874,1,860,0,290300
4080,1,840,800,527000
1093,2,1105,190,487028
27427,1,1130,660,325000
6300,1.5,2210,0,799000
37325,2,7680,2360,7062500
10368,1,940,0,354000
8906,1,1160,0,262500
3984,2,1990,0,560200
6300,1,1050,0,220000
5750,1,1030,0,650000
2581,3,1420,0,435000
4000,2,2120,570,800000
29224,2,3760,0,1010000
4700,1,700,0,200000
5107,2,1410,690,295000
27820,1.5,2240,0,580379
32109,2,3470,0,875000
19585,2,3200,170,515000
230868,2,2790,0,599000
4060,2,1870,0,285000
15090,1,1520,0,290000
20339,1,550,200,355000
11407,1,1460,0,381000
7465,2,2600,0,571000
11901,2,2650,670,852600
6000,2,2340,0,1085000
7200,1,890,0,371000
5899,1,1220,500,514000
1318,2,1080,190,386000
7203,2,2180,0,464000
13500,1,1230,800,335000
17833,2,1490,1000,740000
5350,1,980,490,465000
7378,1,1390,1110,700000
21870,2,4500,0,785000
1592,2,1130,330,350000
8261,1,620,0,148000
3680,1,1050,500,530000
1002,3,1430,0,349000
9760,1.5,1360,0,240000
7557,2,2210,0,330000
5100,1.5,1450,1010,735000
15693,1,1850,330,545000
4875,1,1310,260,214950
24190,2,4140,0,657500
5500,1.5,1140,0,476000
64033,2,6120,2550,2888000
15000,1,800,0,110000
7693,2,2414,0,292000
8813,1,1160,0,317000
10688,2,3170,0,455000
17258,2,4210,0,1365000
4437,1,1030,1030,460000
7201,1,1640,0,405000
6686,1,720,0,333000
4736,1.5,1860,0,427000
10986,2,2810,0,742000
9702,1,1320,770,465000
6181,2,3280,0,809950
3610,1.5,1790,300,619400
14607,1,1230,1200,762400
49222,2,2520,0,535000
4125,1.5,1590,920,881000
6675,1,1920,1450,813000
5280,1.5,1640,0,234000
7294,2,2250,0,308900
19250,1,2300,0,450000
2262,3,1650,0,547500
1131,2,710,0,399950
8698,2,2550,0,516000
846,2,806,176,250000
2520,2,1630,0,475000
4500,2,2550,0,415000
2150,2,1240,0,545000
7566,2,2456,0,329950
20158,1,1600,1600,1325000
111078,1.5,2460,1490,784000
7297,2,2180,0,610750
9225,1,1770,1370,578000
10800,2,4030,0,1485000
7972,1,1370,600,501000
7642,1.5,1940,0,465250
9453,1.5,3100,1760,2250000
4764,3.5,3064,0,1095000
5665,1,970,0,315000
44431,1,2460,0,900000
6100,2,3010,0,789500
6600,1,1370,1090,678500
11375,1,2080,0,342500
7012,2,3960,0,860000
8124,2,2490,0,306000
6000,2,2060,0,580000
15678,1,900,430,405000
19200,1,1600,0,510000
10450,1,820,0,173000
7680,1,1200,0,210000
5664,1,910,140,445000
1501,2.5,1530,380,585000
6000,1,900,900,381000
8640,1,2060,0,890000
9697,1,1500,340,235000
1103,3,1250,0,480000
4032,1.5,1310,200,575000
4600,1.5,1340,960,350000
7560,2,1490,0,259000
4608,1,1450,1370,599000
7840,1,1130,0,210000
7500,1.5,1860,1340,1184000
5000,1.5,1510,0,545000
7500,2,1970,0,299995
5750,1.5,1210,0,440000
27441,2,3280,0,699000
17859,1,1500,920,795000
6846,1.5,1340,1120,445000
11862,1,1180,0,397990
6400,1,1410,490,706000
1779,2,1341,310,363000
11843,2,2130,0,850000
3000,1.5,1300,130,620000
44947,2,4280,1450,1228000
9244,1,1910,0,333000
11250,1,2110,0,743000
3780,1,890,740,448000
35073,2,2470,0,485000
31941,1,2640,0,489950
7420,2,2990,0,498500
9736,2,2120,0,531000
6420,1,1730,320,670000
5000,1,1100,780,310000
12523,2,1600,1190,835000
7500,2,3000,0,1688000
7245,2,2140,0,495000
9300,1,1769,0,495000
6556,1.5,1200,510,440000
6720,1,420,0,280000
35445,2,3270,0,1070000
10858,2,2370,0,1034500
5855,2,1770,0,248000
8465,1,1490,720,294000
4140,2,1710,0,561000
4750,1,1460,1250,656500
2970,2,2160,180,660000
17172,1,1220,0,370000
9525,1,1060,0,349950
9869,1,910,0,223000
3880,1.5,1090,790,560000
5200,2,1200,670,594000
5400,2,1480,0,600000
7000,2,1880,0,315000
6000,1,1110,780,430000
7392,1,1030,530,440000
1200,2,1070,0,312500
14380,2,4410,0,1240000
1235,2,1180,290,300000
3600,2.5,2570,0,680000
1011,2,1170,0,336750
4960,2,1720,600,822500
9600,2,2440,0,589000
22370,2,4120,0,863000
5680,1,1440,0,210000
11070,1,1340,0,206135
4360,2,2000,1010,1125000
8601,1,920,920,285000
7550,1,930,0,230000
115434,2,4070,0,845000
9545,1,1230,590,350000
8184,1.5,1280,0,304000
4600,1,900,0,370000
13503,1,1320,660,810000
7575,1,1220,790,440000
4800,2,1960,790,1030000
10875,1,1940,1200,775000
5800,2.5,2910,1290,1335000
8540,1,950,950,235000
3000,1.5,1430,400,499950
23760,2,2190,1130,622500
10814,1,1560,1140,300000
6566,1,1290,0,205000
8173,1,1500,0,435000
48351,1.5,3650,0,697000
6405,1.5,1270,0,153000
39000,2,2630,0,454000
26615,1,1240,560,345000
2807,1.5,1580,290,585000
6365,2,1870,670,380000
8660,1,1120,810,250600
13500,2,2770,0,890000
5338,2,2220,0,370000
9957,1,1100,550,369500
54450,2,3670,0,883000
35081,2,3770,0,950000
20820,1,1800,550,615000
5240,1,610,600,305000
7972,2,2010,0,590000
6065,2,1580,0,485000
7200,1,710,0,215000
5040,1.5,1910,0,430000
7965,2,1880,0,324900
641203,2,2280,0,849900
10014,1,1660,1440,975000
4000,2,2350,0,910000
6869,1,1100,750,459950
8337,2,2070,0,325000
7070,1,1010,1010,513000
12177,1,1200,380,475000
7947,2,2690,0,419000
10285,1,1700,720,760000
6660,2,2340,200,1120000
30184,1,1150,0,129000
12000,1,1830,1380,725000
4627,2,2040,0,580000
4833,1,1060,860,385000
10588,1,1900,0,265000
32093,1.5,2510,1800,1735000
1155,2,720,350,330000
43091,2,2790,0,665000
4442,2,2860,0,799000
8800,1,1250,1000,589000
3000,2,1990,1180,1695000
7200,1,1260,200,538000
3399,1.5,1200,340,530100
6600,2,1920,990,718500
13927,1,1180,0,299000
7437,1,1090,550,556000
19672,1,1020,500,171000
9775,2,3610,0,540000
3814,2,1400,0,250000
3250,2,2670,530,795000
1287,2,1144,240,575000
1287,2,1290,120,379500
5276,2,2050,0,385000
4779,2,1750,0,415500
6710,1,1070,440,397500
7214,2,1930,0,530000
41656,2,2960,0,883000
11880,1,1660,1260,850000
5000,1,1090,890,496752
8865,1,1430,0,330000
4187,2,2450,0,735000
4924,2,2360,0,525000
4838,2,1730,160,269950
9484,1,1290,850,650000
8100,1,950,950,520500
9122,2,2700,0,652500
8000,1,1370,1060,506000
12150,1,1110,0,416000
15347,1,2280,0,500000
4708,1,860,690,460000
8925,1,1530,0,371025
28405,2,2440,0,576000
9602,2,1760,0,353500
5000,2,2080,960,1735000
8100,1,1070,0,183000
5560,1,1100,890,763101
4000,1,970,120,460000
6938,1.5,1890,0,825000
9150,1,1000,0,265000
8235,1,1030,740,295000
6250,1,1460,900,418000
108900,2,2700,680,554000
3150,2,1700,0,534500
4000,1,850,750,690000
6360,2,2050,0,530000
1040,2,1210,0,357186
6355,1,1200,740,300000
8750,1,1110,700,304000
4080,1,870,820,385000
2970,1,1000,800,415000
6603,2,3280,0,963000
175421,2,4290,0,792500
9600,1,1150,0,309212
1805,2,880,0,235000
8100,2,1720,0,667000
8000,1,1510,0,470000
3000,1,1040,200,375000
9581,1,1580,0,410000
7737,2,2170,0,566000
4950,2,2500,0,680000
2640,1,760,200,332000
8507,2,3030,0,902000
10800,1,770,770,500000
32340,1.5,1890,0,445000
9800,1,1710,1100,825000
8400,2,2630,900,1095000
8536,1,1100,0,277000
9775,1,1440,500,545000
9521,2,2300,0,435000
3600,2,2110,0,638000
10580,1,1220,0,418000
12325,1,1470,280,499000
8056,1,1230,0,150000
23790,2,3100,0,759950
65340,1,1520,310,427000
7096,2,2640,0,632500
2774,1,1060,780,660000
14565,2,3190,0,862000
2000,1.5,1120,0,524000
6723,1,1160,600,470000
9912,2,1590,0,385000
9603,2,2120,0,575000
9826,1,1370,870,220000
2100,1,760,130,460000
5432,3,2440,500,1712500
7300,1,1220,0,175000
7500,1,1640,1030,465000
2300,1,820,300,552000
139392,2,3130,0,565000
7500,1,1220,520,518000
5414,2,2360,930,899950
5720,1.5,1140,630,373000
5054,2,2960,0,385000
4880,1,980,220,245000
6000,2,2400,0,375000
6164,2,2690,0,699850
11780,1,2960,590,450000
12196,1.5,1310,0,455000
4160,3,1910,700,650000
8015,1,1600,1160,378000
7998,1,1410,0,220000
7950,1,1960,0,285500
1174,3,1212,0,340000
9496,1,1490,730,921000
109336,1.5,2040,0,375000
19168,2,2800,0,999000
6000,1,1340,700,335000
34412,1,2070,1000,1920000
26329,1,830,0,385000
7089,2,3160,980,850000
4500,2,2340,0,429000
1282,3,1420,0,523950
3738,1,1720,950,798800
6008,2,1880,0,284000
6184,2,3450,0,852880
1400,3,1200,0,320000
9870,2,3430,0,749995
1186,2,1120,230,468500
9962,2,2570,0,492500
4637,3,2840,0,685000
5600,2,2650,0,542525
2674,3,1980,0,435000
7524,1.5,1280,0,242000
7091,2,2610,0,325000
12611,2,3010,0,837700
7129,1,930,0,210000
7000,1,1180,0,187500
9100,1.5,1320,390,560000
7476,1,1380,0,272000
7280,1,1190,0,235000
5909,1,1270,600,259000
4797,2,2570,560,866059
5100,1,900,0,473000
7400,1,1480,400,405000
4887,2,1940,1070,870000
5750,1,1150,1130,475000
21907,2,2970,0,499500
3196,2,1620,0,386000
3000,1.5,1350,200,458000
78225,2,2240,0,550000
6536,2,2830,0,605500
21780,2,2890,0,421000
5948,2,1990,0,536000
8719,1,1370,0,247200
1360,2,1088,0,250000
9344,1,1180,560,204950
9000,1,1370,360,430000
8100,2,1800,0,250000
12888,1,1090,350,260000
2800,1.5,1200,520,547000
7350,2,2800,0,379900
6009,1,2300,0,738500
11585,1,1590,440,545000
6180,1,740,0,342000
13068,1,4820,4820,4668000
13787,1,1220,700,170000
12929,2,2490,0,616000
4800,1,1380,0,640000
9406,1,1270,260,332000
1923,2,1840,580,1010000
37647,2,2150,0,380000
9600,1,1610,0,415000
3060,2,2060,590,1008000
35362,2,2700,0,669000
20700,1,1150,120,260000
38865,1,2480,670,854000
10760,2,2010,0,605000
5060,1.5,860,0,320000
7466,1,1410,0,229950
7532,1,1700,0,255000
6251,2,2570,0,1170000
932,2,1020,210,479000
9748,2,4170,0,1200000
1262,3,1180,0,472000
7347,1,820,610,198000
8400,1.5,1450,0,440000
7700,1,1480,700,506000
7079,2,2210,0,382500
7276,1,940,540,269500
3477,1,1170,1170,560000
18334,2,3120,740,840000
4637,2,2300,0,479500
7375,1,1010,440,402000
953,3,1380,0,549000
3811,2,2470,0,449950
18295,1.5,2030,0,493000
13300,1,1440,0,142500
6134,1,1160,0,250000
3840,2,1580,0,729000
1425,2,995,435,465000
19271,2,1494,0,465000
7207,1,1360,570,280000
6360,1,1370,1370,675000
3800,1,1030,850,667500
7720,2,2590,0,809000
11266,2,2140,0,400000
6000,1.5,1870,0,310000
3800,1,1230,0,435000
6896,2,2340,0,465950
7599,1,1710,1170,1538000
6600,1,880,0,253000
7232,2,3040,0,330000
7104,1.5,1120,0,554000
3600,3,1380,0,350000
9760,2,1660,0,294999
5568,2,2500,0,1185001
10382,2,2940,0,752000
3315,2,1670,0,451000
7505,2,2630,0,725000
7412,1,1480,770,345000
7000,1,1320,0,206000
22798,1.5,2540,1560,2027000
4947,2,3060,1280,2475000
20570,1,1850,1850,1728000
10875,1,1540,1160,580000
7200,1,980,0,430000
11520,2,2110,540,720000
4000,2,2800,870,824000
12420,1,1480,1480,936000
7201,2,3070,0,535000
3600,2,1413,0,286800
1347,3,1260,0,350000
2229,2,1680,0,345000
1238,2,1080,150,435000
6240,2,2960,1400,1555000
16526,2,4420,0,1325000
6278,2,1980,790,461000
10204,2,2910,0,770000
12103,1,2690,1600,1384000
26977,2,1600,0,330000
6753,2,1820,0,322500
230652,2,6050,0,1600000
8432,1,1230,470,475000
11234,1,790,0,250275
9000,1,1320,400,274500
10723,1,990,0,284950
9011,1,1050,720,264950
8092,1,1260,0,242000
10576,2,3640,0,913000
6000,1,1120,920,555000
10800,1,990,990,711000
17300,1,2410,1190,403500
43386,1,2680,1590,975000
9600,1.5,1430,600,253779
1388,3,1689,0,384400
4461,1,1650,1220,646000
4800,1,1270,0,415000
7938,2,2790,0,764000
16249,2,3030,820,507000
9361,1.5,1360,200,545500
4080,1,760,420,450000
8118,1,1080,740,264000
4500,1.5,1260,0,650000
6715,2,1680,960,365000
4200,1,1100,0,343566
6871,2,1950,0,375000
8682,1,1380,0,295000
7000,1,1280,920,325000
7100,1,1050,1000,265000
15101,2,2795,0,562000
34222,2,2050,0,540000
27517,2,6430,0,4489000
7171,1,1460,690,279950
8200,1,1420,550,540000
12672,1,1740,920,310000
4800,1,720,0,190000
4780,2,2410,0,440000
5500,1.5,1790,230,1400000
9435,1,1080,0,230000
14292,1,1180,0,455000
5000,1,660,0,175000
9370,1,1620,1300,650000
12445,2,3850,1000,3000000
8580,1.5,1080,0,192500
6900,1,1170,500,239950
5080,1.5,1120,250,175000
28324,1,2350,1100,850000
10500,1,1820,150,410000
6738,2,2290,0,570000
7543,1,1140,1100,469000
6400,1,1060,180,559000
43177,2,1690,730,739888
58806,2,3260,0,568450
10920,1,670,0,240000
10000,2,3160,0,574950
6350,2,1990,0,180000
9700,2,3360,1320,1160000
3575,2,1700,0,300000
9430,2,2807,0,630000
9375,1,1170,600,507000
9000,1,1590,980,287500
16200,2,3450,0,688000
7700,1,1170,500,424000
6150,1.5,950,100,400000
7683,2,1910,0,620000
7700,1,910,0,300000
12070,2,2480,0,615000
8867,2,1820,0,206000
7700,2,2920,0,515500
11411,1,1170,700,554000
9792,2,3810,0,825000
4080,2,1800,390,855000
6368,2,1730,0,315000
9360,1,1110,1110,299000
8114,1,1320,0,650000
4800,1,860,650,465000
4080,2,2120,0,535000
4500,1,1690,0,564000
1419,2,1040,320,515000
5000,2,3250,0,580000
1294,2,1220,270,309000
6360,1,1930,0,536751
5501,2,2020,0,415000
2800,2,1584,0,267000
8523,2,3170,0,820000
10046,2,3870,0,1399950
923,3,1410,20,485000
1120,3,1380,0,482000
4595,2,2610,0,535000
1428,3,1540,0,690000
9000,1,970,970,576000
3000,1.5,1260,900,378750
8750,1.5,1530,0,269900
7210,1,1440,0,210000
8625,2,2640,0,429900
5131,2,2350,1270,1525000
4650,2,2850,0,360000
4377,1,1260,0,405000
11200,1,1610,0,450000
5980,1.5,1360,0,703000
8058,2,2496,0,661000
9593,1,2160,0,580000
3625,2,1320,0,464000
7089,2,2540,0,945000
18362,1,1870,750,659500
8340,1,1140,0,200000
42399,1,1790,0,280000
3600,2.5,2440,0,1325000
7200,1,1480,660,346150
5412,2,1330,0,197500
7910,2,2590,0,799000
13912,2,3600,1150,1309500
9205,1,850,770,350000
34290,2,2440,0,720000
10744,1,1270,750,519000
7200,2,1470,0,590300
10450,2,4050,1940,2200000
9324,1,1320,1200,410000
4225,1,1440,0,437000
7350,1,1140,500,221000
20181,1,1090,1060,380000
8210,1,1150,420,506000
10350,1,1430,550,395000
4731,1.5,1210,0,285000
3000,1.5,1070,830,311000
219527,1,1940,0,520000
8065,1,1310,0,435000
39964,1,990,0,120000
3819,2,2760,1110,1440000
4320,1,920,420,186000
5600,1,1080,1080,756000
13510,1,1040,1040,248000
11374,1.5,1300,0,287000
8031,2,2610,0,510000
8498,1,1050,0,249000
6112,2,2480,0,340000
8255,1.5,1320,500,399888
8740,1,1170,0,440000
6000,1,1440,930,899000
7415,2,3090,0,540500
11200,1,1630,680,385000
10358,1,1320,740,558000
237402,1,2540,0,600000
7693,2,2400,0,450000
8450,1,880,440,232500
6600,1,790,0,436000
14690,1,1670,120,240000
7326,2,1820,0,489950
3000,1,900,770,680000
9938,2,3990,0,1068000
6000,1,1430,0,352450
103672,1,2030,0,335000
3060,2,1290,0,549000
13224,2,3280,540,1240000
3360,1.5,1550,970,618250
13000,2,3880,0,1815000
5136,1.5,1320,270,850000
9385,1.5,3530,0,930000
4611,2,1610,0,505000
209088,2,3280,0,925000
15681,1,1860,0,275000
5000,1,920,920,499000
7201,2,2120,0,507000
9247,1,1500,770,619850
48716,1,1870,970,500000
9600,1,1220,0,310000
4079,2,2310,0,646000
7300,1,1840,0,265000
1110,2,950,0,475000
8400,2,3070,0,600000
38884,1,1730,0,470000
8341,1,920,0,319950
6699,2,3200,0,712000
15992,2,3010,0,775000
10240,1,1090,510,390000
11044,2,2840,0,585000
10500,2,2430,0,1027000
11461,2,1750,0,232603
949,3,1240,0,543000
1612,3,1530,0,607500
10078,2,3040,350,750000
6775,1,2320,0,728050
6884,2,2650,0,734990
7209,2,2238,0,330000
7553,2,2620,0,605000
7280,1,1160,750,441000
6587,2,3040,0,650000
15235,2,2860,1780,1950000
4000,1,900,600,395000
15000,1,380,0,245000
14486,2,2340,630,905000
9273,2,3030,0,660000
12236,1,1230,660,378000
3600,1,1040,0,600000
10306,2,2090,0,632500
5756,2,1680,0,210000
7781,2,2770,0,754800
5130,1,1020,0,175000
4653,2,1470,0,455000
3480,1,980,450,450000
10920,1,1450,600,790000
5500,1,1040,1040,480000
8170,2,2250,620,850000
27591,2,3440,500,725000
4288,1,1020,500,380000
14133,1,1700,0,979000
11612,1,1100,840,359950
5453,2,2220,650,665900
8338,2,3240,0,812000
7156,1,1150,0,203000
28516,1,1440,0,456000
4080,1.5,1420,780,547000
8089,1,1470,0,280000
4400,1,880,880,640000
8085,1,1210,570,477000
21000,1,1650,800,455000
1710,2,1640,250,587206
5612,2,2540,0,425000
6000,1.5,1360,0,511500
2841,2,1310,0,218000
7884,1,1510,0,332000
60960,1,1140,720,291000
7700,1,1100,1100,279000
11548,2,3360,0,950000
10125,2,2470,0,970500
3960,1,690,570,412000
10005,1.5,1430,0,400000
7420,1.5,1230,0,200000
11717,2,2320,0,397000
6628,2,3290,0,715000
4770,2,2550,0,371000
5013,2,1870,0,458000
12429,1,1790,1320,436500
8085,2,1820,0,329950
18892,1,1650,1400,950000
6302,2,1890,0,282000
16306,1,680,120,250000
244716,2,4820,2080,1135000
189486,2,2670,0,400000
11700,1,1630,1630,681500
6600,1,860,0,200000
7800,2.5,2966,400,1300000
4800,3,2750,1090,1462497
13551,2,3000,850,995000
8265,2,2040,0,355000
10209,1,1290,500,425000
30884,2,3060,680,869000
4000,2,2170,490,915000
17833,2,3230,0,2110000
10437,1,2040,1100,925000
10800,2,4430,1050,2400000
3750,1.5,1160,0,390000
11227,2,1860,0,330000
7626,1,1110,520,482500
1879,3,1750,0,525000
8160,1,1300,0,237000
7314,1,960,0,205000
7777,2,1850,0,623000
4900,2,3260,0,565000
7927,1,1400,1020,400000
10000,1.5,1460,0,405000
8504,2,2240,0,337000
27042,1,1000,240,355000
9552,1,1610,450,885000
10319,1,1300,980,420000
6853,2,2510,0,448000
7035,2,3150,0,800000
10192,2,2780,0,830000
4080,2,2380,0,725000
3000,2,2140,0,780000
4239,1,840,0,325000
9665,1,1300,870,488800
36200,2,4410,0,1320000
11479,1,1060,1060,489000
13782,2,4930,1700,1240000
22649,2,3290,0,595000
7420,1,1290,1000,359900
43560,2,4000,910,1080000
8014,2,3730,0,925000
4800,2,2440,0,625000
4600,2,2570,0,339990
4400,2,2970,0,775950
3149,2,1670,960,420000
1565,2,1280,250,654000
8837,2,3690,0,725000
1820,2,830,400,375000
20000,1,1400,800,1100000
8994,2,2330,0,639500
6300,1.5,2160,0,849000
9176,1,1000,550,418000
2788,1,890,890,442900
5544,1.5,1680,930,750000
6830,2,3290,0,930000
6000,1,960,370,565000
14406,2,2570,960,874150
6023,2,2090,0,545000
8400,1,1420,620,500000
10083,2,2370,0,687000
10613,2,2810,0,810000
40003,1,1570,480,439500
5000,1.5,1840,1030,802000
7300,1,1230,900,732600
6260,2,2580,0,374000
13550,2,2380,0,330000
25600,1,1940,0,365000
17600,2,1610,0,290900
5750,1,1330,730,577000
3000,1,1010,0,280000
11120,2,2810,0,675000
11824,1,1450,930,800000
7200,1,1060,0,299995
7207,1,1250,310,440000
8645,1,1500,0,249500
4560,1,970,0,690000
11100,1,1170,0,235000
7417,2,2280,0,320000
9569,1,1400,1400,350000
9360,1.5,1150,0,334000
7956,2,2180,0,235000
7253,2,2520,0,442000
7482,1,1760,0,264000
6552,1,1180,0,275000
4625,1,950,0,430000
3255,2,1900,0,550000
6158,2,2300,0,775000
8400,1,1550,1110,603500
389126,1.5,1530,0,230000
5040,1,1230,620,449000
20377,2,4230,0,2075000
5029,1,880,320,420000
5102,1,1340,930,735000
9600,1,1090,0,200000
750,2,780,320,286000
1269,3,1640,0,579000
8625,1,1360,590,345100
10150,1.5,1660,0,350000
9238,1.5,880,0,291500
1375,2,1200,300,649950
1599,2,1430,460,458500
5100,2,1150,0,500000
15264,2,2430,0,362300
7208,1,1170,940,324000
12196,2,2310,640,495000
2958,2,1650,0,233500
11319,2,2110,0,479000
19000,2,2010,0,322200
29163,2,3030,0,835000
8400,1,1270,0,347000
8613,1,1610,0,725000
4200,2,1140,0,345000
4118,2,2110,0,345950
8086,1,1840,0,550000
5223,1,810,750,399950
7412,1,1240,600,269500
7345,1,1540,290,494000
7420,1,1060,1060,453000
10280,1,1050,550,442500
8891,1.5,1180,270,235000
12821,1,1880,0,389800
8100,1,880,390,346000
6417,1,1720,0,360000
7351,2,2400,0,650000
8145,1,990,160,290000
11100,1,870,0,234000
37045,2,2000,0,260000
38781,1,1210,1210,349900
6000,1,1080,0,275000
30410,2,3420,0,725000
7471,2,1870,0,375000
206474,1,2500,0,806000
8221,2,2150,0,470000
2500,2,1080,390,490000
4180,1.5,1270,860,615000
19204,1,1000,0,249000
7149,1,1350,1040,396500
2599,1,860,0,405000
12476,2,1960,0,560000
6107,2,2000,0,459950
9450,1.5,1620,0,265000
8122,1,1630,1260,502000
12731,1,1300,0,430000
3500,1,1080,0,525000
8518,1,1350,820,415000
10153,2,2260,0,600000
8820,1,1580,0,225000
4469,2,2620,0,300000
1860,2,1540,0,491234
74487,2,4570,0,1580000
7661,2,3440,0,905000
8750,1,1740,0,199950
4333,1,1260,900,450000
6978,2,1480,0,899000
280962,2,1890,370,649000
59863,2,2490,1420,780000
20283,1.5,1340,360,400000
35124,2.5,4470,0,831500
6000,1,900,900,471001
1677,3,1630,0,385000
9834,1,1030,0,326000
5100,1,720,0,335000
43560,1,1890,0,320000
5550,2,1840,0,300000
8400,2,2540,0,269950
3944,1.5,2200,1320,1220000
7875,1.5,3220,0,590000
5000,1.5,1720,100,750000
9600,1,1230,0,239950
8505,1,1340,0,215000
13100,1,1200,0,165000
18200,1,1390,0,261350
3884,1,1060,670,569000
39189,1,1180,400,425000
4895,1,1980,1540,800000
30500,1,1680,970,715000
12750,1,1310,0,337000
7989,2,2300,0,560000
7280,1,1340,440,449500
2850,3,1980,0,660000
1676,1,1300,0,685000
10155,2,2570,930,905000
8004,1,1200,630,403500
1245,3,1520,0,405000
37011,2,2700,0,385000
18731,2,2810,0,1700000
6263,2,1660,0,285000
6738,1,1310,0,249900
6000,2,2960,0,633634
